transaction_id,customer_id,order_date,category,product_line,quantity,unit_price_eur,discount_pct,revenue_eur,channel,reason_code
TXN10188,C0135,2025-04-21,Earrings,Classic,2,31.8,0.0,63.6,Boutique,
TXN10401,C0051,2025-05-11,Bracelet,Signature,1,2159.26,0.0,2159.26,Boutique,
TXN10224,C0258,2024-11-09,Watch,Limited,3,288.02,0.15,734.45,Online,
TXN10057,C0212,2024-10-08,Bracelet,Limited,2,746.27,0.0,1492.54,Flagship,
TXN10633,C0196,2025-02-08,Bracelet,Signature,2,715.11,0.0,1430.22,Online,
TXN10410,C0055,2024-07-08,Ring,Signature,2,862.26,0.0,1724.52,Online,
TXN10216,C0216,2025-01-15,Bracelet,Limited,1,259.81,0.1,233.83,Boutique,
TXN10760,C0297,2025-04-28,Necklace,High Jewelry,1,76.85,0.1,69.16,Boutique,
TXN10128,C0176,2026-05-30,Necklace,High Jewelry,1,416.16,0.0,416.16,Boutique,
TXN10386,C0305,2024-02-08,Bracelet,Signature,1,1377.26,0.3,964.08,Boutique,
TXN10534,C0027,2025-01-27,Necklace,High Jewelry,1,253.17,0.05,240.51,Boutique,
TXN10094,C0225,2026-05-01,Bracelet,Limited,2,3677.88,0.2,5884.61,Boutique,
TXN10278,C0045,2026-02-22,Bracelet,Limited,3,1811.08,0.0,5433.24,Boutique,
TXN10160,C0063,2024-03-04,Necklace,Signature,3,256.69,0.0,770.07,Online,
TXN10433,C0310,2025-03-13,Bracelet,Signature,2,665.48,0.15,1131.32,Flagship,
TXN10232,C0152,2024-02-10,Ring,Classic,3,1357.46,0.1,3665.14,Boutique,
TXN10726,C0239,2025-01-05,Earrings,Signature,3,509.81,0.0,1529.43,Boutique,
TXN10313,C0134,2025-03-09,Watch,Limited,3,674.81,0.1,1821.99,Online,
TXN10513,C0268,2025-02-25,Earrings,Signature,3,271.48,0.0,814.44,Online,
TXN10585,C0040,2026-02-24,Watch,Limited,1,479.33,0.2,383.46,Boutique,
TXN10264,C0116,2026-02-12,Bracelet,Classic,1,932.34,0.3,652.64,Online,
TXN10849,C0276,2026-02-10,Necklace,High Jewelry,2,1231.21,0.2,1969.94,Boutique,
TXN10728,C0039,2024-07-20,Ring,Bridal,3,196.63,0.2,471.91,Boutique,
TXN10567,C0214,2026-07-27,Earrings,Signature,1,2287.31,0.2,1829.85,Boutique,
TXN10465,C0339,2025-04-08,Ring,High Jewelry,2,542.77,0.1,976.99,Boutique,
TXN10896,C0248,2025-06-20,Earrings,Classic,1,2541.77,0.0,2541.77,Online,
TXN10696,C0157,2024-08-08,Bracelet,Classic,1,49.54,0.0,49.54,Boutique,
